name,email,address
RMT Clinic Willowdale North York,willowdale@rmtclinic.net,"5460 Yonge Street, Unit#210 1-traffic light south Finch @, Dynasty Office & Retail, Kempford Blvd, North York, ON M2N 6K7, Canada"
Tina Tong Registered Massage Therapy,tinatongrmt@gmail.com,"326 Wilson St E, Ancaster, ON L9G 2C2, Canada"
Myokinetics Registered Massage Therapy,myokineticsrmt@gmail.com,"2255 Wilson Ave #110, Port Coquitlam, BC V3C 2A8, Canada"
Registered Massage Therapists' Association of Ontario,info@rmtao.com,"1243 Islington Ave. #704, Etobicoke, ON M8X 1Y9, Canada"
Nexus Massage & Rehab,contact@nexushealthclinic.com,"40 Eglinton Ave E Unit 603, Toronto, ON M4P 3A2, Canada"
MyoCare Registered Massage Therapy + Wellness,contact@www.myocarermt.com,"1096 Bathurst St, Toronto, ON M5R 3G9, Canada"
Toronto Community Massage and Wellness,contact@torontocommunitymassage.com,"489 College St 3rd Floor, Suite 304, Toronto, ON M6G 1A5, Canada"
Tuina Toronto,torontotuina@gmail.com,"116 Dundas St W, Toronto, ON M5G 1C3, Canada"
"Nicki Iskander, RMT",nicki.iskander.rmt@gmail.com,"209 Dunn Ave, Toronto, ON M6K 2S1, Canada"
North Toronto RMT Clinic,admin@northtormt.com,"3080 Yonge St Unit# 5070 Above Loblaws City Market, Entrance besides, Tim Hortons, Toronto, ON M4N 3N1, Canada"
Flex Massage Therapy,info@flexmassagetherapy.com,"2 Carlton St. #603, Toronto, ON M4Y 1X4, Canada"
Massage Matters,info@massage-matters.ca,"Bank of Upper Canada Building, 97 George St, Toronto, ON M5A 2N4, Canada"
Bahn Thai Spa and School of Traditional Thai Massage and Wellness Centre,info@bahnthaispa.com,"136 Adelaide St E, Toronto, ON M5C 1K9, Canada"
Onsite Chair Massages At Work & Events - GTA Mobile Massage,info@gtamobilemassage.com,"2248 Keele St Unit #2, North York, ON M6M 3Y9, Canada"
"STRETCH | Therapy & Wellness - Massage Therapy, Fascial Stretch Therapy, Myofascial Release, Facial Massage, TMJ, Cupping",melanie@melaniedardanou.com,"26 Rusholme Park Crescent, Toronto, ON M6J 2C9, Canada"
Body Calm Registered Massage (Treating Women Only),info@bodycalm.ca,"New location, 2230 Lake Shore Blvd W 2nd floor, Etobicoke, ON M8V 0B2, Canada"
MASSAGE THERAPY by Massaje + Wellness Clinic,info.massajewellness@gmail.com,"3195 Sheppard Ave E Unit 101, Scarborough, ON M1T 3K1, Canada"
DAO YI WELLNESS,info@daoyiwellness.com,"1178 Eglinton Ave W, Toronto, ON M6C 2E3, Canada"
RMT STUDIO,info@rmtstudio.com,"573 Wellington St W Second Floor, Toronto, ON M5V 1G3, Canada"
Katy Nguyen RMT,user@domain.com,"31 Emerson Ave, Toronto, ON M6H 3S7, Canada"
Massage Well4U RMT Clinic,massagewell4u@gmail.com,"3850 Finch Ave E #301, Scarborough, ON M1T 3T6, Canada"
Rustic Massage Therapy and Physiotherapy Clinic,rusticmasssage@gmail.com,"310B Rustic Rd, Toronto, ON M6L 1W5, Canada"
Epione Massage Therapy Clinic,epionemassagetherapy@gmail.com,"63 Cathedral High St, Markham, ON L6C 0P3, Canada"
Laya Spa & Yoga,info@layaspaandyoga.com,"986 Queen St W, Toronto, ON M6J 1H1, Canada"
LifeHealthMassage Therapeutic Clinic,appointment@lifehealthmassage.com,"2940 Finch Ave E Unit 1, Scarborough, ON M1W 2T4, Canada"
The Holistic Move | Tim Wong | Toronto Massage Therapy & Personal Training,info@theholisticmove.com,"11 Irwin Ave 2nd Floor, Toronto, ON M4Y 1L1, Canada"
Andrew Foster RMT,andyrmt2@rogers.com,"189 Parkmount Rd, Toronto, ON M4J 4V5, Canada"
Annex RMT Physical Health Clinic,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"1415 Bathurst St Suite 303, Toronto, ON M5R 3H8, Canada"
M.O. Therapy,motherapycanada@gmail.com,"20 Apple Creek Blvd, Markham, ON L3R 5Z1, Canada"
Jade Wellness Clinic,appt@jadewellness.ca,"3050 Yonge Street, SW corner, @Lawrence Ave West Unit# 201, Toronto, ON M4N 2K4, Canada"
Clinical Wellness - Massage Therapy,info@www.lilymassageclinic.com,"385 Silver Star Blvd #202, Scarborough, ON M1V 0E3, Canada"
Footscape Reflexology & Massage Spa,info@footscape.ca,"350 Hwy 7 #111, Richmond Hill, ON L4B 3N2, Canada"
wellbe family wellness (beaches),user@domain.com,"1120 Kingston Rd Unit 7, Scarborough, ON M1N 1N8, Canada"
Sutherland-Chan Massage Therapy Clinic Richmond Hill,mail@sc-clinic.com,"20 Vogell Rd Unit B, Richmond Hill, ON L4B 3K4, Canada"
Take A Rest SPA Massage,takearestv@gmail.com,"3003 St Johns St, Port Moody, BC V3H 0L4, Canada"
Aroma Day Spa Markham,hellokristy128@gmail.com,"5261 Hwy 7 Unit 100, Markham, ON L3P 1B8, Canada"
"Myotherapy Toronto, Registered Massage Therapy",admin@airodigital.com,"800 Bathurst St Unit 204, Toronto, ON M5R 3M8, Canada"
Shivaga Thai Massage,user@domain.com,"327 Spadina Ave. #202, Toronto, ON M5T 2E9, Canada"
Massage Addict Toronto The Annex,theannex@massageaddict.ca,"773 Bathurst St, Toronto, ON M5S 0B7, Canada"
From the Neck Up,info@fromtheneckupmassage.com,"592 Danforth Ave 2nd floor, Toronto, ON M4K 1R1, Canada"
MY TREATMENT SPACE,info@mytreatmentspace.com,"39 Niagara St, Toronto, ON M5V 0T6, Canada"
Mind Body Flow Yorkville - Registered Massage Therapy,user@domain.com,"1200 Bay St. #605, Toronto, ON M5R 2A5, Canada"
Atinama Massage & Wellness Clinic,atinamatoronto@gmail.com,"174 Spadina Ave. Unit 103, Toronto, ON M5V 2A6, Canada"
HealFlow Elevated Wellness,reservations@healflow.ca,"49 St Clair Ave W unit 102, Toronto, ON M4V 3A5, Canada"
City Wellness,hello@citywellness.com,"1230 Queen St W, Toronto, ON M6J 0B4, Canada"
Harmony Massage and Wellness,user@domain.com,"350 Queen St W Floor 2, Toronto, ON M5V 2A2, Canada"
The Calm on Dundas,info@thecalmondundas.com,"3148 Dundas St W, Toronto, ON M6P 2A1, Canada"
Excelsior Integrative Massage Therapy and Wellness,chantalmilotrmt@gmail.com,"2409 Yonge St Unit 304, Toronto, ON M4P 2E7, Canada"
Touch Massage Bar,uptown@touchmassagebar.com,"451 King St W Suite 102, Toronto, ON M5V 1K4, Canada"
Sutherland-Chan Massage Therapy Clinic Bay and College,wch@sc-clinic.com,"76 Grenville Street unit 7 Bay and, College St, Toronto, ON M5S 1B2, Canada"
"Matthew Chu, RMT",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"92 D'Arcy St Unit#2, Toronto, ON M5T 1K1, Canada"
Nova Massage and Movement,natalija@novamassageco.com,"Inside Zentai Wellness Centre, 120 Carlton St. #302, Toronto, ON M5A 4K2, Canada"
New Body Toronto | Post-Op & Massage Therapy Clinic + Mobile Services,info@newbodytoronto.com,"151 Mill St, Toronto, ON M5A 4T8, Canada"
Zento Health Centre,support@nailgenius.app,"425 University Ave Suite 202, Toronto, ON M5G 1T6, Canada"
Cabbagetown Massage Therapy,info@cabbagetownmassagetherapy.com,"252A Carlton St. Suite 200, Toronto, ON M5A 2L1, Canada"
FORTE Massage Therapy,corey@fortemassage.ca,"555 Bloor St W Suite 5, Toronto, ON M5S 1Y6, Canada"
Sutherland-Chan Massage Therapy Clinic Yonge & Wellesley,yongewellesley@sc-clinic.com,"15 Wellesley St W Unit 220, Toronto, ON M4Y 1G1, Canada"
Seraphic Massage Therapy,martharoquermt@hotmail.com,"1209 College St, Toronto, ON M6H 1C1, Canada"
Northern Therapy SRT Inc,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"1370 Dundas St E unit 301, Mississauga, ON L4Y 4G4, Canada"
Massage Addict Mississauga Meadowvale,meadowvale@massageaddict.ca,"3055 Argentia Rd Unit B3, Mississauga, ON L5N 8E1, Canada"
MyThai Thai massage mississauga,mythaithaimassage@gmail.com,"in REMAX BUILDING, 4310 Sherwoodtowne Blvd Floor 3, Suit 306, Mississauga, ON L4Z 4C4, Canada"
Vital Wellness Centre,info@vitalwellnesscentre.com,"1550 S Gateway Rd Unit 123, Mississauga, ON L4W 5G6, Canada"
Sugaring & Massage Spalon - Mississauga,info@snmspalon.com,"3038 Duplicate Hurontario St, Mississauga, ON L5B 3B9, Canada"
Treatments Wellness Centre,info@massagetherapy.on.ca,"120 Traders Blvd E Unit. #117, Mississauga, ON L4Z 2J1, Canada"
Massage Addict Mississauga Erin Mills,erinmills@massageaddict.ca,"2901 Eglinton Ave W, Mississauga, ON L5M 6J3, Canada"
Serenity Massage And Wellness,serenitymassage@bellnet.ca,"1965 Britannia Rd W Suite #203, Mississauga, ON L5M 4Y4, Canada"
Mississauga Massages,icons@2x.png,"3105 Unity Dr Unit 16, Mississauga, ON L5L 4L3, Canada"
Health In Hands,healthinhandswellness@gmail.com,"7145 W Credit Ave 101 Building 1, Mississauga, ON L5N 6J7, Canada"
Lu Dream SPA 路梦养生馆 - Mississauga,ludreamheadspa@gmail.com,"3466 Mavis Rd Unit 8, Mississauga, ON L5C 1T8, Canada"
"Ashley Killen, RMT",ashleykillenrmt@gmail.com,"4635 Wainscot Dr, Mississauga, ON L5V 1C3, Canada"
Ana Vera Holistic Med,hello@holisticmedgroup.ca,"1525 Cornwall Rd #15, Oakville, ON L6H 7C2, Canada"
7 Stars Body & Feet Therapy,info@7starstcm.com,"35 King St E Unit 18, Mississauga, ON L5A 4E2, Canada"
La Casa de Contour,impallari@gmail.com,"50 Elm Dr E, Mississauga, ON L5A 3X2, Canada"
Hand & Stone Massage and Facial Spa - Mississauga Dixie,dixie@handandstone.ca,"1476 Dundas St E Units 9, Mississauga, ON L4X 1L4, Canada"
Royal Touch Medi Spa,inquiry@rtmspa.com,"719 Central Pkwy W #203, Mississauga, ON L5B 4L1, Canada"
Hand & Stone Massage and Facial Spa - Mississauga Port Credit,portcredit@handandstone.ca,"228 Lakeshore Rd W, Mississauga, ON L5H 1G6, Canada"
By The Lake Massage Therapy & Wellness Centre Inc.,erin@wordpress-469888-1473866.cloudwaysapps.com,"110 Lakeshore Rd E, Mississauga, ON L5G 1E3, Canada"
Mendsoma Therapies,icons@2x.png,"1100 Dundas St W Unit # 11, Mississauga, ON L5C 4E7, Canada"
Massage Addict Mississauga Mavis and Matheson,mississaugamavis@massageaddict.ca,"5700 Mavis Rd Unit 7, Mississauga, ON L5V 2N6, Canada"
Leaders in care,aramco.care@email.com,"3465 Semenyk Ct Unit 102, Mississauga, ON L5C 4P9, Canada"
Next Level Therapy,user@domain.com,"1200 Vanier Dr Unit #1, Mississauga, ON L5H 4C7, Canada"
Five Senses Spa & Wellness Centre,fivesensesdayspa@gmail.com,"125 Chrysler Dr #8, Brampton, ON L6S 6L1, Canada"
Armstrong Massage & Wellness Brampton,info@armstrongmassagewellness.ca,"134 Queen St E #200, Brampton, ON L6V 1B2, Canada"
In2itive Touch & Wellness,info@in2itivetouch.ca,"197 County Ct Blvd Suite #302, Brampton, ON L6W 4P6, Canada"
Massagical Care - Mannu's RMT Massage & Beauty Spa - Ladies Only,info@massagicalcare.ca,"53 Trumpet Valley Blvd, Brampton, ON L7A 3P7, Canada"
Office Massage,info@office-massage.ca,"Unit 214, 338 Queen St E, Brampton, ON L6V 1C4, Canada"
Beyond Body Massage Therapy Centre,info@beyondbodymassage.ca,"60 Queen St E #206, Brampton, ON L6V 1A9, Canada"
Knot Just Hands RMT,knotjusthandsrmt@gmail.com,"60 Queen St E, Brampton, ON L6S 4C9, Canada"
Pure Flow Massage and Laser Hair Removal Studio,julianarmt@pureflowmassage.ca,"114 Marycroft Ct, Brampton, ON L7A 2G4, Canada"
Conestoga Massage Therapy Clinic,info@conestogamassagetherapy.com,"1C Conestoga Dr Suite #102, Brampton, ON L6Z 4N5, Canada"
Cure Physio & Wellness,info@cm.curemassage.ca,"239 Queen St E Suite 21, Brampton, ON L6W 2B6, Canada"
Mash Care Massage (Registered Massage Therapist),mashcare.massage@gmail.com,"70 Donald Stewart Rd, Brampton, ON L7A 5J5, Canada"
Divine Spa,info@divinespa.ca,"55 Dusk Dr #1, Brampton, ON L6Y 5Z6, Canada"
Hand & Stone Massage and Facial Spa - Trinity Common,trinitycommon@handandstone.ca,"210 Great Lakes Dr Unit 2, Brampton, ON L6R 2K7, Canada"
Harmony Rehab,Yogaclasswellness@mail.com,"83 Kennedy Rd S Unit #12, Brampton, ON L6W 3P3, Canada"
Cure Therapeutics Clinic,cure.therapeutics.brampton@gmail.com,"16 Peak Dr, Brampton, ON L6X 0J8, Canada"
"Essential Therapeutic Care - Crystal McCoy, RMT",crystal@massagebrampton.com,"*AREA OF*, 227 Vodden St E, Brampton, ON L6V 2H6, Canada"
Wellness Guroo Inc,eben@eyebytes.com,"36 White Tail Crescent, Brampton, ON L6Y 5C2, Canada"
Sunstone RMT,SunstoneRMT@gmail.com,"21 Roysun Rd Unit 9, Woodbridge, ON L4L 8R3, Canada"
Heart & Soul Massage Therapy and Healing Arts Centre,heartsoullogo@2x.png,"2168 Major MacKenzie Dr W, Vaughan, ON L6A 1R7, Canada"
Massage Addict Woodbridge Highway 27 and Langstaff,woodbridge@massageaddict.ca,"8565 Hwy 27 Unit 10, Woodbridge, ON L4H 4Y1, Canada"
Vaughan Head and Neck Therapies,vaughanheadandnecktherapies@gmail.com,"160 Cidermill Ave Unit 10, Vaughan, ON L4K 4K5, Canada"
Alternative Healing Massage Therapy and Rehab Clinic Vaughan,info@indiantypefoundry.com,"8611 Weston Rd #13, Woodbridge, ON L4L 9P1, Canada"
Tsingtao Wellness Spa (Vaughan),info_markham@tsingtaospa.com,"1101 Rutherford Rd Unit 3, Thornhill, ON L4J 0E2, Canada"
Nu Life Wellness,appointments@nulifewellness.ca,"3600 Langstaff Rd #10, Vaughan, ON L4L 9E7, Canada"
Snej Therapy Wellness Spa,moldovamedispa@yahoo.com,"207 Edgeley Blvd Unit 9, Concord, ON L4K 4B5, Canada"
Alpha & Omega Healing Massage Therapy,alphaomegahealing@gmail.com,"Unit 401, 3800 Steeles Ave W, Vaughan, ON L4L 4G9, Canada"
Woodbridge Massage Therapy by Fiona Testa,fionatrmt@gmail.com,"65 Firefly Crescent, Woodbridge, ON L4L 7W1, Canada"
Yonge & Wellness - Massage Therapy and Health Studio,info@yongeandwellness.com,"9730 Dufferin St, Maple, ON L6A 4L6, Canada"
TR• Beauty Spa Vaughan,info@spa.trspagroup.com,"7777 Weston Rd Units 205-206, Vaughan, ON L4L 0G8, Canada"
Back2Balance,user@domain.com,"927 Brunette Ave #101, Coquitlam, BC V3K 1C8, Canada"
Hand & Stone Massage and Facial Spa - Woodbridge,woodbridgenorth@handandstone.ca,"3621 Major MacKenzie Dr W, Woodbridge, ON L4H 2Y8, Canada"
Hand & Stone Massage and Facial Spa - Vaughan West,vaughanwest@handandstone.ca,"8280 Hwy 27 Unit 17, Woodbridge, ON L4H 0R9, Canada"
TruBliss Wellness & Beauty Spa,info@trubliss.ca,"27 Roytec Rd Unit 1A, Woodbridge, ON L4L 8E3, Canada"
Starlight Med Spa - Vaughan's #1 Beauty Clinic,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"9100 Jane St Unit 73, Concord, ON L4K 0A4, Canada"
Bayview Sheppard RMT,info@bayviewsheppardrmt.com,"321 Sheppard Ave E, North York, ON M2N 3B3, Canada"
Sanctuary Day Spas Vaughan,sanctuary-logo-white@2x.png,"2701 Rutherford Rd B6, Vaughan, ON L4K 2N6, Canada"
Vaughan Spa Massage,info@vaughanspa.com,"566 Rivermede Rd #1, Concord, ON L4K 3M5, Canada"
Lansdowne Massage Therapy Clinic,LansdowneMassageTherapy@gmail.com,"1194 Lansdowne Dr #205, Coquitlam, BC V3E 1J7, Canada"
Theta Touch Wellness,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"2264 Elgin Ave #217, Port Coquitlam, BC V3C 2B2, Canada"
Ottawa Registered Massage,ottawa.rmt@gmail.com,"270 Ottawa St N, Hamilton, ON L8H 3Z9, Canada"
The Get Good,user@domain.com,"201 James St S, Hamilton, ON L8P 3A8, Canada"
SHIFT Massage and Wellness,shiftmassageandwellness@gmail.com,"6 Webber Ave, Hamilton, ON L8N 1W3, Canada"
East Mountain Massage E 43rd,info@eastmountainmassage.com,"136 E 43rd St, Hamilton, ON L8T 3B9, Canada"
RMT - LuBlanc Mobile Massage Therapy,lublanc.massage@gmail.com,"10 Strathcona Ave S, Hamilton, ON L8P 4H9, Canada"
Revive Health and Wellness (The Wellness Collective),info@revive-health.ca,"318 Dundurn St S Unit 6, Hamilton, ON L8P 4L6, Canada"
"Maria Murchie, Registered Massage Therapist",m_murchie@hotmail.com,"368 Main St W, Hamilton, ON L8P 1K2, Canada"
Turnbull Massage Therapy,todd.turnbull@hotmail.com,"7 Homewood Ave, Hamilton, ON L8P 2M1, Canada"
Amanda Marrama RMT,amandamarrama.rmt@gmail.com,"E 18th St, Hamilton, ON L9A 4N7, Canada"
Mountain Massage Therapy,mountainmassagetherapy682@gmail.com,"682 Upper James St, Hamilton, ON L9C 2Z6, Canada"
BodynSol Healing,0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,"943 Garth St, Hamilton, ON L9C 4L3, Canada"
East Mountain Massage Brucedale,info@eastmountainmassage.com,"304 Brucedale Ave E, Hamilton, ON L9A 1R1, Canada"
Keystone Massage Therapy Centre,keystonemassageclinic@gmail.com,"17 Paradise Rd S unit a, Hamilton, ON L8S 1S1, Canada"
Diana Llynne Massage Therapy,info@redbrickmassagewellness.com,"468 Cumberland Ave Unit B7, Hamilton, ON L8M 3M5, Canada"
Nala The RMT,nalathermt@gmail.com,"368 Main St W, Hamilton, ON L8P 1K2, Canada"
Six-star massage head & Spa,chenowith52@gmail.com,"546 Main St E, Hamilton, ON L8M 1J1, Canada"
Jen Fleming RMT,jennifer@jenflemingrmt.com,"201 James St S, Hamilton, ON L8P 3A8, Canada"
Unravel,unravel_massage@hotmail.com,"31 Lorenzo Ct, Hamilton, ON L9A 5J4, Canada"
Lindsay Shepstone Registered Massage Therapist,info@lindsayshepstonermt.ca,"21 Reno Ave, Hamilton, ON L8T 2S5, Canada"
RMT Zoe,paintedbrickwellness@gmail.com,"118 Jackson St E unit 2, Hamilton, ON L8N 1L3, Canada"
Amanda Reid RMT,user@domain.com,"195 James St N #211, Hamilton, ON L8R 2L2, Canada"
"Iveta Morin, Registered Massage Therapist",ivetamorin@yahoo.ca,"801 Dunn Ave, Hamilton, ON L8H 6N3, Canada"
Sycamore Grove,olivia@sycamoregrovestudio.com,"195 James St N Unit 312, Hamilton, ON L8R 2L2, Canada"
Healing Salt Cave Hamilton,hamiltonlocation@healingsaltcave.com,"25 Redmond Dr #2, Hamilton, ON L8W 3K7, Canada"
Restorative Mobility & Massage,restorativemobility@gmail.com,"534 Concession St Unit 2, Hamilton, ON L8V 1A6, Canada"
Joytherapy,Andidrmt@gmail.com,"86 Magill St, Hamilton, ON L8R 2Y5, Canada"
Knead To Balance,shawna@kneadtobalance.com,"21 Mountain Park Ave, Hamilton, ON L9A 1A1, Canada"
Inertia Performance and Wellness,edao.rmt@protonmail.com,"118 Jackson St E suite 201, Hamilton, ON L8N 1L3, Canada"
Sarah Morgan RMT,sarahmorganrmt@gmail.com,"419 Franklin Rd, Hamilton, ON L8V 2A1, Canada"
Kristen Pawlick - Registered Massage Therapy,kpawlicktherapy@gmail.com,"217 Main St W, Hamilton, ON L8P 1J4, Canada"
LP Therapy,info.lptherapy@gmail.com,"848 Fennell Ave E, Hamilton, ON L8V 1W1, Canada"
ProCare Osteopathic Centre,user@domain.com,"66 Hearst Way #3B, Kanata, ON K2L 2P4, Canada"
Osteopathy For Wellness,info@osteopathyforwellness.com,"492 Locust St Unit 1, Burlington, ON L7S 1V2, Canada"
Mend Osteopathy,owen.murray1111@gmail.com,"Coach House, 370 Queens Ave, London, ON N6B 1X6, Canada"
London Health Osteopathy,info@londonhealthosteopathy.com,"151 Pine Valley Blvd #5, London, ON N6K 3T6, Canada"
Ontario Association of Osteopathic Manual Practitioners,admin@osteopathyontario.org,"20 Carlton St. #123, Toronto, ON M5B 2H5, Canada"
Markham Osteopathy,admin@markhamosteopathy.com,"6060 Hwy 7, Markham, ON L3P 3A9, Canada"
Manual Motion Osteopathy,user@domain.com,"420 Bronte St. S Unit 105B, Milton, ON L9T 0H9, Canada"
OsteoAlign,%20admin@osteoalign.com,"130 Industrial Pkwy N, Aurora, ON L4G 4C3, Canada"
VasoHealth Osteopathy,helenahosteopathy@gmail.com,"341 Talbot St suite 121, London, ON N6A 2R5, Canada"
Oil Springs Osteopathy South,0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,"29575 St George St, Dresden, ON N0P 1M0, Canada"
Collingwood Osteopathy,collingwoodosteopathy@gmail.com,"124 Ontario St, Collingwood, ON L9Y 1M3, Canada"
ACE Osteopathy,info@ndiscovered.com,"727 King St E, Cambridge, ON N3H 3N8, Canada"
Southern Ontario College of Osteopathy (SOCO),info@clinicalosteopathy.com,"1020 Johnsons Ln, Mississauga, ON L5J 2P7, Canada"
Andres Landoni Osteopathy Burlington,qualityosteopathy@gmail.com,"3455 Harvester Rd Suite #17, Burlington, ON L7N 3P2, Canada"
Bayside Osteopathic,info@baysideosteo.com,"Front Door Entrance, Rear Building Parking, 382 King St, Midland, ON L4R 3M9, Canada"
inLIGN Osteopathy & Wellness,info@inlignosteopathy.ca,"265 King George Rd Suite 106, Brantford, ON N3R 6Y1, Canada"
On Track Osteopathy,scott.osteopathy@gmail.com,"79 Montclair Dr, Woodstock, ON N4V 1C5, Canada"
FORM Osteopathy,0a2411dd501e4441a1f4a27ebdb0b309@o4505290921410560.ingest.sentry.io,"287 Huron St, Stratford, ON N5A 5T3, Canada"
Milton Osteopathy & Wellness,hello@miltonosteopathy.ca,"400 Bronte St. S Suite 215, Milton, ON L9T 0H7, Canada"
Move Free Osteopathy,info@movefreeosteopathy.ca,"111 Norfolk St, Guelph, ON N1H 4J7, Canada"
Osteopathy First Clinic Burlington,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"666 Appleby Line, Burlington, ON L7L 5Y3, Canada"
Arise Wellness & Osteopathy,hello@arisewellness.ca,"526 Frederick St, Kitchener, ON N2B 3R1, Canada"
Hamilton Osteopathic & Rehabilitation Centre,admin@hamiltonosteopathic.ca,"263 Mohawk Rd W, Hamilton, ON L9C 1W2, Canada"
Adam Ross Osteopathy,aross.osteo@gmail.com,"333 Mary St, Orillia, ON L3V 3E9, Canada"
Forest City Osteopathy,user@domain.com,"60 Breckenridge Crescent, London, ON N6E 1H7, Canada"
Niagara Osteopathy,NiagaraOsteo@gmail.com,"12001 King Rd, Niagara Falls, ON L2H 2J1, Canada"
Motion to Mend Osteopathy,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"33 King William St Suite 204, Huntsville, ON P1H 2L4, Canada"
Kross Osteopathy,krossosteopathy@gmail.com,"10 Roden Pl Suite #7, Toronto, ON M5R 1P9, Canada"
Paramount Osteopathy,paramountosteopathy@gmail.com,"3 Lakeshore Rd, St. Catharines, ON L2N 2S7, Canada"
Balanced Life Osteopathy - Ottawa,info@ottawamanualosteopath.com,"50 Florence St, Ottawa, ON K2P 0W7, Canada"
SMT Classical Osteopathy Inc.,info@smtosteopath.com,"311 Church St, Stratford, ON N5A 2R9, Canada"
Niagara Osteopathic Clinic,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"200 RR 20 #1, 200 Hwy 20 E, Fonthill, ON L0S 1E6, Canada"
My Toronto Osteopath,info@mytorontoosteopath.ca,"385 The West Mall Unit 3, Etobicoke, ON M9C 1E7, Canada"
Orangeville Osteopathic Clinic,orangevilleosteo@gmail.com,"106 Broadway, Orangeville, ON L9W 1J9, Canada"
Mindful Body Osteopathy,mindfulbodyosteopathy@gmail.com,"381 Cedar St, Simcoe, ON N3Y 2J2, Canada"
As Above So Below Osteopathy,asabovesobelowosteopathy@gmail.com,"141 Lake St, St. Catharines, ON L2R 5Y4, Canada"
Still Dynamics Classical Osteopathy Brantford,BRANTFORD@STILLDYNAMICS.CA,"88 Balfour St, Brantford, ON N3T 1J7, Canada"
Women's Osteopathy Clinic - Diane Swiderski,dianeswiderski@gmail.com,"215 Suffolk St W, Guelph, ON N1H 2K1, Canada"
Osteopathy Kitchener,osteopathykitchener@gmail.com,"325 Max Becker Dr Unit 112, Kitchener, ON N2E 4H5, Canada"
Melina Dimitra Osteopathy,osteomelina@gmail.com,"112 Russell St N, Sarnia, ON N7T 3Z3, Canada"
Caroline Kupka Osteopathy,caroline.m.kupka@hotmail.com,"350 Ontario St Unit 9, St. Catharines, ON L2R 5L8, Canada"
Jason Brandow Osteopathy,impallari@gmail.com,"1168 S Lane Rd, Greater Sudbury, ON P3G 1N6, Canada"
Spencer Jean & Associates | Osteopathic & Allied Health Professionals,logo-normal-48h@2x-1.webp,"11811 Tecumseh Rd E, Tecumseh, ON N8N 4M7, Canada"
Sudbury Osteopathy Alternative & Holistic Health Service Inc.,sudburyosteopathy@gmail.com,"845 Regent St unit 106, Greater Sudbury, ON P3E 4T3, Canada"
"Goodwill Healing - Osteopathy, Massage Therapy & Counselling",info@goodwillhealing.com,"747 Hyde Park Rd #111, London, ON N6H 5W9, Canada"
Peterborough Osteopathy,peterboroughosteopathy@gmail.com,"1054 Monaghan Rd LL04, Peterborough, ON K9J 5L3, Canada"
Balanced Motion Osteopathy,Caleb@balancedmotionosteo.com,"525 Park Rd N #104, Brantford, ON N3R 7K8, Canada"
Northern Ontario Osteopathy,northern.ontario.osteopathy@gmail.com,"905 Victoria Ave E Unit 5, Thunder Bay, ON P7C 1B3, Canada"
Simon Fraser M.O.MSc - Osteopathy,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"1191 Lansing Ave #5, Greater Sudbury, ON P3A 4C4, Canada"
Osteopathic Balance,info@osteopathicbalance.ca,"52 St Clair Ave E, Toronto, ON M4T 1M9, Canada"
Osteopathy in Toronto - Metliss Clinic,info@osteopathyintoronto.com,"181 Eglinton Avenue Suite 200, Toronto, ON M4P 1J4, Canada"
Toronto Osteopathy & Wellness,info@osteowellto.com,"335 Sheppard Ave E, North York, ON M2N 3B3, Canada"
Soma Osteopathy,info@somaosteopathy.com,"621 Sheppard Ave E Suite 203, Toronto, ON M2K 0G4, Canada"
Napier Osteopathy,user@domain.com,"15 Atlantic Ave, Toronto, ON M6K 3E7, Canada"
Aligned Osteopathy,alignedosteopathy@gmail.com,"5650 Yonge St, Toronto, ON M2M 4H5, Canada"
Beachealth,admin@beachealth.com,"350 Beech Ave, Toronto, ON M4E 3T8, Canada"
Body & Mind Osteopathic Clinic,info@bodyandmind.clinic,"280 Sheppard Ave E unit # 208, North York, ON M2N 3B1, Canada"
Courtney Wood Osteopathy,cwosteopath@gmail.com,"2560 Gerrard St E #204, Scarborough, ON M1N 1W9, Canada"
OsteopathyNearMe,osteopathynearme@gmail.com,"4984 Dundas St W, Etobicoke, ON M9A 1B7, Canada"
Trisha Sevilla Osteopathy,user@domain.com,"inside Anytime Fitness, 100 Broadview Ave Unit 100, Toronto, ON M4M 3H3, Canada"
"Alok Kumar, Manual Osteopath",info@achesawaytoronto.ca,"2 Carlton St., Toronto, ON M4Y 1X4, Canada"
LiveWell Health And Wellness,logo@2x.png,"1033 Bay St. suite 316, Toronto, ON M5S 3A5, Canada"
Light Body Therapy Osteopath,lightbodytherapymassage@gmail.com,"505 Cummer Ave #607, Willowdale, ON M2K 2L8, Canada"
